date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2016-09-16,,,0.0,12.14,765.0,,
2016-09-17,,,0.0,10.93,439.0,,
2016-09-18,,,0.0,9.82,244.0,,
2016-09-19,,,0.0,9.95,55.0,,
2016-09-20,,,0.0,12.12,55.0,,
2016-09-21,,,0.0,10.29,120.0,,
2016-09-22,,,0.0,10.27,3488.0,,
2016-09-23,,,0.0,11.63,603.0,,
2016-09-24,,,0.0,11.94,1058.0,,
2016-09-25,,,0.0,10.37,0.9999999999999999,,
2016-09-26,,,0.0,11.72,561.0,,
2016-09-27,,,0.0,10.59,2558.0,,
2016-09-28,,,0.0,10.67,0.0,,
2016-09-29,,,0.0,10.28,1732.0,,
2016-09-30,,,0.0,11.27,1705.9999999999998,,
2016-10-01,,,0.0,12.19,593.0,,
2016-10-02,,,0.0,12.28,1409.0,,
2016-10-03,,,0.0,13.43,70973.0,,
2016-10-04,255320244.15643504,5422,0.0,18.36,36267.0,3349,3672.0
2016-10-05,21129307.58522112,1867,157732638.79999998,14.34,12065200.0,929,1550.2007776536
2016-10-06,8916432.185575236,1007,98988488.37209302,9.0,9462610.0,613,900.0
2016-10-07,3494435.881485787,694,80726162.29508197,7.34,3666620.0,479,714.994171
2016-10-08,4054248.6429837886,478,73846044.2419825,6.71,2552960.0,264,1127.22060465685
2016-10-09,2992313.7617722563,380,75355976.77053824,6.85,2654660.0,209,815.17509877675
2016-10-10,2233349.0983993816,486,77879054.56752656,7.08,2121650.0,251,969.0480523872
2016-10-11,1392716.862469873,659,73059434.99130434,6.64,2559300.0,234,11.8029996616
2016-10-12,863124.6232248602,469,63398982.50847457,5.76,1257480.0,183,3.6239519952017276
2016-10-13,601231.4260351451,149,65055951.693811074,5.91,1464160.0,99,655.3480800000001
2016-10-14,787590.3770122463,146,67532404.67128026,6.14,1119820.0,110,940.7045342648998
