date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2018-12-04,51073.71223149564,17,41232423.69901753,0.051452,68045.0,19,898.86644
2018-12-05,83536.54545703295,24,37253484.68750637,0.046487,65455.0,25,801.2731755
2018-12-06,126014.80509928896,22,31438798.48721627,0.039231,62073.0,24,545.61454794
2018-12-07,145885.68439404698,34,28467109.11738484,0.035522,109853.0,37,902.383127
2018-12-08,36078.85764456832,14,26409227.23953162,0.032955,23733.0,17,601.3433641921446
2018-12-09,47930.61246259677,21,27357052.209556174,0.034137,14762.0,22,574.7404372769212
2018-12-10,130974.52121792895,35,27780546.576475754,0.034666,68635.0,41,1625.7590877371058
2018-12-11,105730.73420371319,44,29182947.605139453,0.036416,32989.0,37,752.7365697035223
2018-12-12,294667.241202038,18,30645758.29347258,0.038241,35020.0,18,2239.9945739902164
2018-12-13,109979.11257410508,30,29173471.452395767,0.036404,43033.0,26,1820.2
2018-12-14,46374.94867883867,59,24453504.729651064,0.030514,30881.0,46,609.3645799999999
2018-12-15,16414.205642946436,22,23972283.60085622,0.029914,14133.0,19,343.11358
2018-12-16,34286.73736492811,34,23960619.992853805,0.029894,11174.0,33,234.6679
2018-12-17,28457.176240571993,23,24027182.51018934,0.029977,30329.0,19,810.3036636622785
2018-12-18,65998.68117079149,44,25532779.69581392,0.031852,62619.0,36,1057.1500725963233
2018-12-19,51806.382000904356,45,24031209.906599924,0.029964,64695.00000000001,38,214.368839440668
2018-12-20,200018.5353667336,38,24308503.618489068,0.030289,115218.0,37,908.67
2018-12-21,79179.25848349978,47,28174040.57043622,0.035102,59141.0,36,1365.081678
2018-12-22,79925.78861652472,31,27299046.051170453,0.034012,16937.0,33,384.641708
2018-12-23,46693.84179057444,31,25840612.576953907,0.032195,39986.0,24,1383.4191500000002
2018-12-24,113142.54684030471,63,27051684.056834955,0.033702,83184.0,47,804.3005043204915
2018-12-25,161903.53614247582,36,23314558.2640758,0.029042,119558.0,40,361.5235317522186
