date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,activeAddresses,medianTxValue(USD),medianFee,paymentCount
2018-10-30,86331863.00136057,37048155.35398423,1212,1805361552.2667162,0.069632,11418800.0,215.031722,2669,13092.491015411711,0.171246,1543
2018-10-31,153694913.77037263,45376815.77841859,1240,1807705359.2612007,0.069723,16366000.0,227.713074,2891,13944.600589507963,0.171246,1517
2018-11-01,172413597.5856389,61721635.404761046,1150,1807075162.4612584,0.069698,11256600.0,220.991812,2619,13768.91154323633,0.171246,1376
2018-11-02,342298403.52001685,116878493.22654808,1287,1835994514.5850604,0.070814,18823400.0,226.643836,2772,20607.695748033224,0.171246,1584
2018-11-03,265577850.51644245,55579442.579431385,1038,1881288901.8353643,0.072561,14948900.000000002,182.59823,2230,17580.942120207474,0.171246,1273
2018-11-04,294464491.9347562,102306255.53901923,1371,1853585421.5258758,0.071492,52924200.0,244.930002,3024,21447.609722340065,0.171246,1765
2018-11-05,188044067.95470703,69687130.42005114,1391,1969453963.7094212,0.075961,34358100.0,245.736119,2982,30276.95217793104,0.171246,1759
2018-11-06,153554871.00009093,73638913.78487001,1726,1966090123.6961162,0.076337,49473200.0,306.249235,3780,12477.704088866816,0.171246,2227
2018-11-07,142103626.73978063,59022634.28282435,1508,2100603231.449888,0.08102,36852900.0,269.266076,3235,17040.758890732,0.171246,1930
2018-11-08,99373752.518458,56378229.92410674,1407,2032454300.5434744,0.078391,32149600.0,249.303233,3013,15319.62615565163,0.171246,1755
2018-11-09,765397600.1904169,279617149.46584827,1196,1978871061.6473694,0.076324,23756800.0,214.219594,2683,20790.769698814256,0.171246,1550
2018-11-10,40615984.66439296,26438131.394681085,1016,1922922814.9710054,0.074167,15012100.0,178.648171,2302,14169.549444176238,0.171246,1301
2018-11-11,55007581.927511126,34359065.41171597,1189,1948779781.749663,0.075164,23663500.0,209.860438,2610,14040.215951819242,0.171246,1441
2018-11-12,168117912.03888246,44357557.054858826,1271,1991673566.2423913,0.076818,20975100.000000004,232.019811,2829,14746.200579224771,0.171246,1601
2018-11-13,66033721.03012918,34340887.74225398,1077,1967434586.0950234,0.075883,20329300.0,189.965251,2385,16101.879342515731,0.171246,1387
2018-11-14,920346998.7044679,86972708.36448778,1543,1904043446.850287,0.073439,54964400.0,274.078162,3489,15574.22837500594,0.171246,2244
2018-11-15,772412883.8199286,93241564.21670827,1680,1681292742.977527,0.064847,60267800.0,300.405697,3716,12060.855604491437,0.171246,2506
2018-11-16,520779483.9883398,41787669.6841963,1575,1639687839.4743834,0.063242,27544700.0,278.260542,3316,6168.795072730874,0.171246,2028
2018-11-17,304771738.2686985,29225604.31043275,973,1583171827.2660778,0.061062,17926300.0,174.381742,2369,11612.419340723274,0.171246,1217
2018-11-18,1241329.7878997794,1234324.061745708,164,1576438577.7043414,0.060803,16669400.0,28.887637,409,912.0313113598071,0.17107,166
2018-11-19,88631801.3978331,42067824.03555085,473,1604948185.403313,0.061903,53737000.0,83.917526,1064,3713.469291904612,0.171246,452
2018-11-20,469056950.9126696,51106052.10264535,1271,1365261582.2367735,0.052658,65556800.0,221.065904,2672,22233.78396019893,0.171246,1450
2018-11-21,165214483.52845842,51064094.415300146,772,1170578858.1595228,0.045149,33938000.0,134.825426,1667,24525.608238229594,0.171246,792
2018-11-22,104691835.96243167,23734452.291213103,666,1241509357.0933228,0.047885,18689900.0,117.349274,1378,12337.358209713224,0.171246,671
2018-11-23,136136296.54942852,18170429.684275147,705,1142403845.4958076,0.044062,24258500.000000004,123.892413,1427,18005.2597575556,0.171246,739
2018-11-24,146697148.30775794,48978533.374652684,708,1125741693.9352021,0.04342,25740400.0,126.786607,1457,31288.37554037598,0.171246,763
2018-11-25,87963230.96186823,27909745.140338648,1288,1001518844.8718888,0.038628,40704000.0,229.295159,3373,13278.813300288972,0.171246,2236
2018-11-26,90764815.1671837,54871959.1993696,1532,979032110.919064,0.037761,31641099.999999996,271.660876,3692,6252.952159216576,0.171246,2432
2018-11-27,73876425.97490749,24102951.795140885,1399,925132268.6482542,0.035682,17966300.0,247.490661,3276,5511.78349753926,0.171246,2043
2018-11-28,63047348.15375096,25089781.131357457,1628,946588334.418505,0.03651,47624500.0,288.88046,3746,6905.61883813902,0.171246,2548
2018-11-29,46656384.93353291,28220116.43650765,1565,1095904760.6546123,0.042269,39544072.0,280.845615,3958,5063.446258414998,0.171246,2558
2018-11-30,35919327.175914705,25189605.430088334,1386,1088521310.569226,0.041984,28861639.0,244.327828,3131,4386.276974139392,0.171246,2084
2018-12-01,62986922.93065747,54179377.794332154,1093,1010933776.0521848,0.038991,19314340.0,194.080328,2709,8900.239707280421,0.171246,1596
2018-12-02,19111465.753995225,12339769.721850576,1094,1072080720.6793529,0.04135,23206023.000000004,192.354387,2474,4140.45491478385,0.171246,1405
2018-12-03,43771885.04140825,26762606.7739886,963,1085670129.2124848,0.041874,21282053.0,169.818563,2147,11919.156929880395,0.171246,1138
2018-12-04,30071460.295495052,19747336.811002288,1336,999679375.8533117,0.038557,23563419.999999996,246.789693,3461,9264.196721125827,0.171246,1846
2018-12-05,42888648.471631676,21995169.852964465,1580,976395937.4849787,0.037659,26250706.0,286.628371,3546,5093.097636470195,0.171246,2145
2018-12-06,37774794.49651568,27786417.971642163,2948,889757383.9068772,0.034318,27195357.0,867.175017,5618,3535.964558064027,0.218466,3513
2018-12-07,30724115.624127507,17006846.427174017,1692,798469843.5635213,0.030797,31750703.0,299.345256,3874,9265.682632347341,0.171246,2525
2018-12-08,12681838.512275048,9201808.23038187,1166,772941887.945368,0.029812,19987029.0,205.661735,2782,10792.459925175179,0.171246,1583
2018-12-09,9717656.935936706,8129236.440227881,1186,794472841.6410564,0.030643,16588924.0,208.837645,2917,6826.673767726737,0.171246,1534
2018-12-10,27310655.181628246,12493642.285025982,1052,820665217.166904,0.031653,12553718.0,186.019029,2596,11625.882433091798,0.171246,1372
2018-12-11,33858791.46404045,11308083.178620385,1141,780839885.8484316,0.030117,10444631.0,200.515137,2582,9035.094625531001,0.171246,1453
2018-12-12,40765265.49918131,19676112.217112575,1342,763262438.9176713,0.029439,11071814.0,234.857498,2972,6840.863072962316,0.171246,1603
2018-12-13,1735726774.8558059,49458630.23691517,1502,794282430.3917438,0.030635,11234575.0,318.224429,6707,7175.9874689100125,0.171246,1811
2018-12-14,2232924941.061732,10233839.824726278,1328,757978188.2948375,0.029235,9205271.0,239.854396,3410,11364.546455691172,0.171246,1721
2018-12-15,1886300007.7747238,6196271.258884299,1184,736187774.9862064,0.028395,8387950.999999999,209.821137,2726,10014.469655849798,0.171246,1532
2018-12-16,1772214663.4173381,7042465.983879308,1270,731226117.6413771,0.028203,10366601.0,230.262683,3421,7810.348694509736,0.171246,1597
2018-12-17,1747882629.0146923,15034691.407062396,1637,756424357.1769133,0.029175,37555983.0,291.00049,3571,5394.6476967264,0.171246,2067
2018-12-18,1550932762.7629976,11406575.298151996,1555,850926661.853462,0.03282,78783798.0,278.684583,3563,6925.927719412561,0.171246,2036
2018-12-19,1380449295.7409463,22184766.579405576,1955,903897623.16066,0.034863,43168563.00000001,357.439328,4770,5846.572699499789,0.171246,2648
2018-12-20,982193280.8501825,13656962.430395048,1841,887010739.9362453,0.034212,43040801.0,330.528099,4120,10325.613711484284,0.171246,2414
2018-12-21,569910039.1627046,40432998.70942662,2429,1013210937.6119473,0.039079,93581789.0,441.619597,5601,9461.0347889875,0.171661,3451
2018-12-22,241712928.92932487,59551471.962075956,1606,1054144080.2887952,0.040658,31227246.0,291.667761,3763,10739.880512611731,0.171246,1980
2018-12-23,229114765.8653076,72096563.36812806,1697,1094207292.354081,0.042203,40656190.0,304.737267,3912,11381.801899042022,0.171246,2182
2018-12-24,207575175.089728,66862062.31155379,2018,1148216556.2078922,0.044286,57936797.99999999,365.689696,4542,13246.817772447665,0.171246,2648
2018-12-25,139835037.49315766,55376734.26780423,1455,1184225917.1785793,0.045675,38493644.0,260.203942,3174,16562.455966049176,0.171661,1921
2018-12-26,106659085.82918715,51721660.201566674,1659,1078655109.539565,0.041603,27218409.0,292.814344,3631,5570.007163014621,0.172081,2040
2018-12-27,77299557.42050621,38261223.59213285,1711,1068845793.9618071,0.041225,22969394.999999996,332.338578,3698,7498.490591449575,0.171246,2136
2018-12-28,66486549.56572903,37864226.4373918,1585,959733211.9198796,0.037017,26948333.0,282.996847,3641,9333.644864609782,0.171661,2020
2018-12-29,59232573.13471527,33113224.596695177,1402,1085656812.472439,0.041873,30992034.0,255.028836,3146,10131.50290149171,0.171661,1894
2018-12-30,93520755.56304598,46793506.56677941,1371,1078481486.1228282,0.041597,27767174.000000004,244.064325,3116,15517.701015294515,0.171246,1792
2018-12-31,55470307.49672061,36402187.09428792,1204,1120877534.7913206,0.043232,19280457.0,215.677762,3012,16068.635208301985,0.171642,1650
2019-01-01,43014262.68738588,28402519.627129436,1513,1062589847.4966507,0.040984,14962902.0,266.688569,3290,2477.667566281936,0.171246,1885
2019-01-02,47302641.7815196,31586165.67666808,1813,1103675588.770162,0.042568,24151526.0,325.518801,4374,9620.360721638224,0.171246,2375
2019-01-03,40673506.068752244,30149280.096253794,1483,1169455326.5481937,0.045106,21126963.0,265.336026,3494,7524.707780038581,0.171246,1933
2019-01-04,33867926.10072055,24790985.688821055,1440,1105240005.6487036,0.042629,16024029.000000002,256.416916,3216,7522.190495499152,0.171246,1692
2019-01-05,31820347.042530052,22923074.319604874,1451,1131959422.9503593,0.043659,25100964.999999996,260.742861,3478,5753.148472631637,0.171246,1703
2019-01-06,49586842.590010926,30380910.343220614,1766,1159164828.2927468,0.044709,51366407.0,322.617747,4602,5732.09381723517,0.172081,2232
2019-01-07,74327383.60844186,34814936.90502626,1798,1277320923.5839236,0.049266,45688431.0,325.459013,4059,14010.070828620574,0.171246,2332
2019-01-08,76393614.09419073,32192814.563024085,1695,1248133469.5031428,0.04814,34626383.0,307.609165,3654,10525.064387112001,0.171246,2113
2019-01-09,73623982.16059224,38200840.08668999,1926,1259209215.0638885,0.048567,55364234.0,349.403889,4322,8189.320507012978,0.171246,2487
2019-01-10,103357653.48322941,46479843.064516865,2491,1349485264.3500192,0.052049,91162431.0,450.945197,5475,8848.321086816944,0.171246,3381
2019-01-11,45420011.31846716,22930371.7418086,1779,1149144540.7716947,0.044322,35963011.0,319.646423,3821,8368.879733336082,0.171246,2275
2019-01-12,26873913.753821913,20645155.618327446,1352,1144791462.091845,0.044154,18224445.0,256.627416,3145,7240.355232172524,0.171246,1671
2019-01-13,24222094.878064465,16974398.942453727,1365,1135913977.676499,0.043812,21758341.0,529.173671,3405,12723.959969245727,0.171246,1746
2019-01-14,23719141.254321955,15502663.410100823,1379,1043529080.2716358,0.040249,30269131.000000004,250.326674,2903,10682.975322364202,0.171246,1671
2019-01-15,36203232.55483639,16755429.386481619,1415,1144865586.9976876,0.044157,24504027.0,258.08522,3366,10244.019923664544,0.171661,1682
2019-01-16,176290493.99398008,47522511.227211975,1527,1108840464.9969404,0.042768,35481507.0,276.744237,3445,9677.986537830337,0.171817,1891
2019-01-17,53848045.739488445,31953157.753497258,1409,1163297172.5015225,0.044868,38222964.0,256.681946,3148,5260.80691213176,0.171817,1732
2019-01-18,245165395.35813785,89549269.79001732,2270,1174700035.4791949,0.045308,18937100.0,418.469703,6033,15927.687017329534,0.171246,2617
2019-01-19,69717919.57793093,38821506.61920847,1459,1147929473.2748635,0.044275,23657402.0,262.749766,3319,14096.985957852876,0.171246,1824
2019-01-20,43140714.972259365,29984002.554293387,1555,1184187961.6692502,0.045674,26755021.999999996,282.535832,3347,11035.094642421478,0.171246,1846
2019-01-21,40871357.051887795,33403642.29051697,1455,1128891762.0256424,0.043541,16583935.000000002,261.784121,3112,11758.649063922378,0.171246,1717
2019-01-22,37257504.501279585,27381420.211465754,1483,1111974635.0355225,0.042889,22963399.0,264.530329,3205,11550.01685371349,0.171246,1740
2019-01-23,136794304.30871624,55085443.927766554,1285,1129075538.351049,0.043548,15241102.0,227.638771,2859,9579.686076036025,0.171246,1496
2019-01-24,65660531.671979584,57427720.969007306,1364,1113218391.300207,0.042937,12440167.0,246.427662,3068,8812.102309099004,0.171767,1514
2019-01-25,38536414.98838075,23096948.571133226,1321,1117376455.049917,0.043097,12663796.0,235.707502,3091,8814.586184915717,0.171246,1499
2019-01-26,22203525.15411452,16497184.084118113,1158,1106742019.5910573,0.042687,13550564.0,207.070994,2647,8898.083741871882,0.171246,1387
2019-01-27,23659944.297945175,16919987.226584736,1356,1106202438.0788476,0.042666,20835107.0,245.57477,3104,10309.097935043856,0.171661,1701
2019-01-28,36593556.72622047,26885266.975448657,2116,1066560927.8936862,0.041137,30041137.0,380.317643,4788,8260.498141463777,0.172081,2633
2019-01-29,144236337.1419492,23796480.770150915,1567,1003704311.8343834,0.038713,19526240.0,281.861827,3619,7742.554664367089,0.171642,1895
2019-01-30,288341166.70218194,27799205.20959527,1648,989806735.2422081,0.038177,26151501.0,299.282496,3693,11829.239811439478,0.171246,2075
2019-01-31,202934229.7319332,20514441.98680798,1534,1029279945.5897744,0.039699,22222102.0,277.97198,3623,8753.086759706734,0.171246,1905
2019-02-01,113524028.32090183,17523622.398730174,1382,996671814.9673718,0.038441,18778624.0,249.340464,3303,7085.036180029081,0.171246,1756
2019-02-02,75097972.78197506,9691992.023606366,971,1000744936.2148181,0.038598,12312317.0,177.796259,2344,9610.895351224313,0.172081,1146
2019-02-03,72430267.91953264,16820523.198533032,1051,1017878710.655342,0.039259,12940762.0,189.543484,2470,11777.693287417662,0.171949,1301
2019-02-04,55769042.17351528,15877819.273137698,1453,988607552.0580077,0.03813,12233074.0,259.356204,3228,2272.78135079562,0.172081,1747
2019-02-05,45754410.70457108,19911552.944052123,1177,980669900.5750476,0.037824,13348305.0,214.417164,2757,8163.812468713152,0.171661,1402
2019-02-06,54736862.90935233,24930632.508698735,1241,985048980.4599186,0.037993,17351384.0,221.74522,2818,8514.286313788014,0.172081,1595
2019-02-07,31132447.347847857,13341418.303265497,1188,950259806.91304,0.036651,12424740.0,212.765742,2738,7235.90918618112,0.172081,1425
2019-02-08,33497310.798640404,14503442.67272983,1514,943718616.5363058,0.036399,32705206.0,281.753518,3339,6500.975731297344,0.172081,1788
2019-02-09,35776296.57459694,17932797.01968339,1411,1057180311.2060988,0.040775,18529365.0,260.690555,3314,5295.807550730375,0.172081,1636
2019-02-10,26330863.79346773,13427905.88257536,1441,1064296976.3717022,0.04105,22634047.0,256.201512,3059,7172.939989672751,0.171661,1631
2019-02-11,33794411.00042854,18041137.55353704,1312,1108945741.194642,0.042772,17847243.0,238.143681,3048,5515.554002818251,0.172081,1533
2019-02-12,40782143.949449375,19058059.687453177,1385,1080638980.2399943,0.04168,14893311.0,248.729732,3204,9076.263302978241,0.171661,1785
2019-02-13,30911260.76099085,14514384.84789797,1451,1082584033.781069,0.041755,12736279.999999998,266.596022,3603,4438.7163504994805,0.172081,1824
2019-02-14,45336368.33971455,10605405.505862363,1254,1066542407.2540699,0.041136,11428290.0,225.475987,2787,5809.094243787407,0.171661,1501
2019-02-15,43316357.55233457,14702217.522944117,1348,1050978407.5755665,0.040536,13336096.0,240.701472,2905,8524.427278094352,0.171246,1543
2019-02-16,30350746.315066222,12159057.692096774,1193,1053126896.2061621,0.040619,11097836.0,216.936798,2739,10134.577346304619,0.172081,1510
2019-02-17,15422185.605894757,9900477.07315417,1102,1063702146.5771736,0.041027,15275650.0,199.647217,2786,12356.588919926886,0.171246,1512
2019-02-18,44704750.78408797,16771225.154112816,1927,1075149990.6940906,0.041468,36845046.0,349.622079,4520,8110.704830909352,0.171817,2516
2019-02-19,56092464.184051305,29104162.7623462,2298,1184411764.3870187,0.045682,42563543.0,417.170494,5080,6329.6196074844465,0.172081,2794
2019-02-20,42182356.26623512,17740824.38173311,1623,1197240540.473176,0.046177,25594089.000000004,294.12472,3764,9130.917103187709,0.171661,2013
2019-02-21,48949671.874089375,26094223.57508323,1833,1233720792.9053347,0.047584,25111686.0,328.789594,4275,7361.955207278944,0.172257,2377
2019-02-22,40809357.00222912,15545759.281974088,1180,1167777408.8990748,0.045041,17691042.0,211.524667,2728,12736.924480335245,0.171642,1457
2019-02-23,20889111.378169116,11155807.798377344,1205,1192182988.233326,0.045982,27665133.0,219.928361,2778,12154.522559776606,0.171661,1448
2019-02-24,57933426.20311056,17806922.010289837,1525,1263346237.3846805,0.048727,51650807.0,280.122268,3752,10189.771191300071,0.172081,2025
2019-02-25,33207379.498314485,21112814.257621508,1737,1093302570.3219125,0.042168,24692110.0,321.230291,4393,2446.7843185052398,0.172081,2432
2019-02-26,19071161.50327583,14492265.02280042,1537,1139889616.232796,0.043965,16641229.0,295.857705,4371,3341.3317841725197,0.172257,2199
2019-02-27,62469603.9087121,48464134.7899367,1509,1123404178.9686155,0.043329,18346578.0,310.480111,5725,4332.9,0.172257,2392
2019-02-28,42842827.250060566,33582632.853241816,1432,1121227687.109895,0.043245,14678619.0,273.747496,4437,2512.23732234927,0.172257,2256
2019-03-01,33329429.43281498,28445756.449873056,1319,1117778563.7771668,0.043112,12997143.999999998,250.410245,4153,2202.756085721936,0.172257,1977
2019-03-02,26078855.014969457,22826620.69259237,986,1120502181.7449226,0.043217,11304263.0,194.807875,3630,2434.7693913810886,0.172433,1599
2019-03-03,28563795.678822964,26223874.15079342,821,1111044359.1832104,0.042853,11011517.0,162.195621,3253,3619.5293317816913,0.173831,1440
2019-03-04,57536193.615048185,53978329.52059506,1566,1096793780.8110683,0.042303,18487838.0,346.997977,9303,2962.789071789465,0.172433,2277
2019-03-05,54795385.59854813,46422068.36098191,1534,1052606988.4007221,0.040599,20952204.0,330.792286,9299,4134.446879319842,0.172433,2334
2019-03-06,44920771.05718798,39514512.24746324,1485,1119666653.530215,0.043185,15221353.0,302.634549,7219,4398.280113799306,0.172433,2223
2019-03-07,43214868.80198254,37805645.04248814,1461,1110975378.4789493,0.04285,17201356.0,300.674891,7261,3324.12574656145,0.172433,2178
2019-03-08,57266770.81279564,44541117.694083095,2078,1113611445.0791297,0.042952,20315017.0,414.918913,9209,4169.884757376156,0.172257,3043
2019-03-09,64969448.245629735,53187693.41117195,1880,1106720745.9764595,0.042686,52185658.00000001,392.466373,9437,4851.810894646023,0.172433,2627
2019-03-10,77316922.0912666,63344808.79458026,1601,1212199351.5799377,0.046754,27465022.0,333.292263,7949,5801.418351649568,0.172433,2641
2019-03-11,109863323.9088302,85622395.40466931,2298,1184794205.4109547,0.045697,54732770.0,459.813417,9035,4927.323732705647,0.172257,3361
2019-03-12,253609146.31180072,61465790.773641236,2240,1235809986.3650653,0.047665,35348849.0,433.919912,6695,4705.01468654064,0.172257,3001
2019-03-13,128684783.56987086,47476875.02982821,2235,1228050413.083065,0.047366,29855262.000000004,467.091907,7384,3906.0863223728716,0.172257,2839
2019-03-14,83412092.92418529,45006086.53858599,2039,1207565828.807096,0.046575,26216581.0,389.938358,6241,3392.98078241475,0.172257,2608
2019-03-15,89754699.29425506,60196913.04437041,2622,1244137381.0533378,0.047986,42730118.0,502.284271,8504,5729.052099793424,0.172257,3902
2019-03-16,141472832.11127344,54399155.78567781,1985,1299249554.5636077,0.050112,44616837.0,387.435089,6415,7627.556231119296,0.172433,3148
2019-03-17,55563720.59389162,39181244.56187884,1534,1337827046.889876,0.0516,28870445.0,300.680373,5661,7172.758348222801,0.172433,2668
2019-03-18,652285645.5279967,74868604.23880737,1790,1304418872.3746333,0.050311,37198857.0,347.272895,5891,4070.7394707962935,0.172257,2778
2019-03-19,1009455848.4743671,47323767.223909646,2286,1308194858.1307564,0.050457,46089908.0,445.559768,7149,5046.1214345744065,0.172257,3463
2019-03-20,1072164910.2418785,84230385.89413907,2308,1366854315.3150804,0.052719,47370106.0,445.445853,6939,5271.890981360671,0.172257,3578
2019-03-21,830395707.5874135,80479406.47495396,2759,1398939975.0186388,0.053957,66543590.00000001,543.244972,8994,5935.216042999999,0.172433,4242
2019-03-22,984505423.4618983,83263036.83624905,3231,1371708423.8612173,0.052906,119817467.0,643.044455,9965,6296.616060462224,0.172257,4941
2019-03-23,733947795.2357311,87895077.37268369,3107,1503579963.83089,0.057993,137854804.0,654.353271,10523,6364.672782833586,0.172433,5145
2019-03-24,463258270.6706766,80228734.89579424,2481,1652141793.7262251,0.063723,102441666.0,514.190058,8067,8332.97134074296,0.172433,4222
2019-03-25,273756563.335455,51245194.28608467,2353,1603590060.4184668,0.06185,74748665.0,472.377692,6711,6677.1399359028,0.172257,3426
2019-03-26,417718359.04937935,108807824.87583995,2790,1535040792.0011222,0.059206,79200006.0,547.064235,8363,5603.413196049032,0.172433,4615
2019-03-27,884057656.7565993,179457868.60525373,4500,1613488693.8947556,0.062232,113386031.0,890.091092,14207,2981.869699395168,0.172257,7641
2019-03-28,411548308.918501,150695079.51796094,3815,1752485574.6643224,0.067593,78259560.0,803.418411,12149,2504.013119288994,0.172257,6585
2019-03-29,213678874.37559122,133033085.37535137,4120,1705038965.1621008,0.065763,125904170.0,872.151961,15337,2630.441996631455,0.172433,7150
2019-03-30,135482373.8427156,91012011.75609708,3187,1847494148.9099236,0.071257,94907668.0,671.86049,10611,3981.1693894067193,0.172433,5960
2019-03-31,119258625.60740365,69821981.71465507,2708,1859985122.1717803,0.071739,67772020.0,554.392726,8903,4407.952652191278,0.172433,4534
2019-04-01,100150871.81550537,67500758.85971192,2905,1805838171.1534219,0.069651,81836247.0,610.67301,9736,3989.004391990044,0.172257,4503
2019-04-02,609062974.6504674,351689074.40960175,4119,1874789772.1974561,0.07231,201276068.0,819.847352,13619,3648.48611129002,0.172433,7036
2019-04-03,1007827753.1505815,265798830.30916554,4957,2215131425.573923,0.085437,300935985.0,970.77922,15153,3349.9818268662243,0.172257,8891
2019-04-04,1551709456.6538577,139176717.87825456,4847,2346858214.433627,0.090518,182769802.0,928.903388,13667,26434.482946514487,0.171661,7273
2019-04-05,1522069304.6769497,46484675.24168543,4699,2264870622.838171,0.087355,122685904.0,905.949411,12766,2133.3687624897652,0.172433,6238
2019-04-06,1792148527.7961287,235695273.69362032,2416,2364914796.5130196,0.091214,114652738.0,501.030887,9754,5991.924877987019,0.172433,3727
2019-04-07,1493592859.598857,127335159.43786255,2595,2337622407.938796,0.090161,100804121.0,513.047619,7414,5181.061204011898,0.172433,4176
2019-04-08,1494271162.8085096,123620156.7183093,2974,2345505582.452482,0.090466,134978650.0,583.476848,9340,6307.059131640023,0.172257,4770
2019-04-09,1212964888.9584436,137776143.31749955,2659,2255373232.20085,0.086989,122878696.0,531.659355,8122,6066.573840475127,0.172433,4113
2019-04-10,1223850712.4214854,126269368.23074025,2700,2172139451.6503935,0.083779,131422302.0,526.240751,7920,4529.513440102334,0.172433,4471
2019-04-11,1337325995.1249871,102308010.09601289,2978,2331599649.6420217,0.089929,163656338.0,568.776649,8823,8693.900045470149,0.172433,4898
2019-04-12,636607619.0616875,126412408.23644374,2675,2167089420.209099,0.083584,110371614.99999999,570.67337,10843,9101.643171215104,0.172433,4048
2019-04-13,265898640.29271796,133044357.80101492,1993,2164521971.2116184,0.083485,71755836.0,380.049153,5591,7356.613253762046,0.172433,3153
2019-04-14,166743510.2648021,105395225.553675,1880,2170904719.2914243,0.083731,82514758.0,381.054633,5733,6053.630177875312,0.172433,3111
2019-04-15,134649439.4584555,90564373.90009107,2166,2194549660.528606,0.084643,73555913.0,420.420209,6638,6879.609446729338,0.172433,3917
2019-04-16,129747914.7555576,87617790.92096475,2209,2132887771.4927256,0.082265,65962870.0,421.157297,6137,5482.52847224902,0.172257,3578
2019-04-17,138072995.53863207,97829835.17553124,2392,2172304053.9057345,0.083785,66210753.00000001,460.116559,6648,5925.60158312694,0.172257,3582
2019-04-18,111423498.68355156,81400985.2760648,2413,2153669615.956074,0.083066,70016366.0,478.772911,6946,5912.131455920298,0.172257,3960
2019-04-19,233438237.54070958,107763896.49294674,2754,2119258424.4885538,0.081739,82646736.0,544.769951,8089,6077.36194494218,0.172433,4658
2019-04-20,231062929.388112,97566485.28080982,2448,2061599973.2920947,0.079515,77410325.0,491.890061,7345,6572.983930437353,0.172433,3866
2019-04-21,187685562.09936124,81031495.40744907,2518,1984882649.6460743,0.076556,89301952.00000001,501.615717,7496,7540.961565670464,0.172433,3832
2019-04-22,144387822.5165673,81077772.90773979,2762,1921210698.1603794,0.074101,90476347.0,551.792367,7834,7410.071144700096,0.172433,4201
2019-04-23,123804075.49506934,78411982.12840758,2726,2024037985.4733908,0.078067,100698845.0,533.254732,8172,5523.404610544325,0.172433,4198
2019-04-24,121207679.67444097,84090860.78266065,2926,1932184161.423801,0.074524,90318024.0,560.548794,8080,4963.391963689616,0.172433,4524
2019-04-25,201921007.2935589,141983408.8251664,2467,1883412070.0521488,0.072643,96537994.0,462.400466,6612,4562.922425779483,0.172433,3296
2019-04-26,102555455.54014142,83650676.86629799,3074,1797976132.387957,0.069347,83227768.0,564.604537,7321,3751.7433902513903,0.172433,3087
2019-04-27,35573033.0590318,28224603.916580018,1909,1794429581.1529005,0.069211,50161507.0,365.210726,5073,3114.483065739637,0.172433,1882
2019-04-28,26997794.513801057,21159790.744805478,1573,1819795242.740272,0.070189,42979831.0,294.642229,3981,2696.0865040845893,0.172433,1524
2019-04-29,285815431.676806,97216722.11919843,2254,1779129278.6860797,0.06862,69287156.0,419.401151,5669,3380.2059892790803,0.172433,2345
2019-04-30,49827497.678956926,42035386.91147744,1993,1676463319.4319646,0.064661,62990602.0,364.976113,4775,2445.129590210153,0.172257,1983
2019-05-01,99623056.48218612,80231431.0246077,2563,1823668206.0938938,0.070338,58865338.0,488.848541,7575,4113.55072180302,0.172433,4022
2019-05-02,82779366.32593185,64092926.656365395,2470,1789483670.6134531,0.06902,55122571.0,476.240083,7454,4424.32885081712,0.172433,3590
2019-05-03,104118122.07417777,77117346.38654563,2523,1777940410.6229777,0.068575,77726744.0,490.110447,7706,3890.2686852539246,0.172433,4142
2019-05-04,119733019.06961265,81382078.30235586,2536,1811217641.4043064,0.069858,75467767.0,476.580854,7148,4549.934885903209,0.172433,4155
2019-05-05,88903313.60252763,56134960.90182347,2146,1734708968.1516342,0.066907,49098473.0,400.058198,5878,4266.090548559396,0.172433,2839
2019-05-06,114437887.19525723,75797424.94783096,2794,1715450047.8519917,0.066164,60289464.0,531.82219,7753,4846.935493497118,0.172433,4124
2019-05-07,104098387.10100263,66685007.80872472,2668,1730869696.3104506,0.066759,53650714.0,500.30286,7360,4413.961631164817,0.172433,3849
2019-05-08,49461861.63149073,26983481.371257275,2059,1659785930.014968,0.064017,40605280.0,386.005509,5174,2884.1858643297874,0.172433,2124
2019-05-09,28774710.109876946,22508979.29349163,2333,1675057060.5023422,0.064606,60306853.0,442.242155,6136,2302.614156016504,0.172433,2362
2019-05-10,32360338.815108597,28039320.992512345,2590,1599560688.6388505,0.061695,87926146.0,492.590568,7633,2581.5419339414175,0.172433,2690
2019-05-11,65033144.609635465,41187523.84301955,3779,1642601647.1709833,0.063355,187252193.0,729.243777,10107,3167.739086657765,0.172433,4115
2019-05-12,46750972.45795084,33907163.69473601,2790,1948283978.6216223,0.075145,141023789.0,530.686346,7606,2678.9785975296577,0.172433,2880
2019-05-13,56708339.570249096,40857744.90122219,3042,1817120273.5033116,0.070086,124764723.0,584.554414,8048,2803.438487438991,0.172433,3233
2019-05-14,58007929.39551109,46289627.14786102,3386,1893092937.8941364,0.073016,192076841.0,646.164949,9173,2732.898177115272,0.172433,3585
2019-05-15,142888867.4987811,108717520.25351672,4869,2192435882.276974,0.084562,207490352.0,949.614157,14600,3433.1734859277863,0.172433,6688
2019-05-16,404112603.3998467,224987022.40260562,5749,2437042305.4519343,0.093996,270983572.0,1142.726541,18943,5688.667919481371,0.172433,10812
